service,modifier,location,language,page_type,focus_keyword,suggested_slug,title_tag,meta_description,parent_page,sibling_link_targets,cross_service_target,monthly_volume,keyword_difficulty,intent,priority_tier,notes,evidence_sources,evidence_count,backbone_status,publish_recommendation
Webdesign,agentur,,de,industry,webdesign immobilienmakler,/webdesign/immobilien/,Webdesign Immobilienmakler | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign immobilienmakler. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Industry angle: immobilien. Confidence: high. Evidence count: 2. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest,2,public-expansion,research-only
Webdesign,agentur,,de,expansion,webdesign in der nahe,/webdesign/in-der-nahe/,Webdesign In Der Nahe | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign in der nahe. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
Webdesign,agentur,,de,industry,webdesign industrie,/webdesign/industrie/,Webdesign Industrie | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign industrie. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Industry angle: industrie. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
Webdesign,agentur,,de,expansion,webdesign konstanz,/webdesign/konstanz/,Webdesign Konstanz | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign konstanz. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
Webdesign,landingpage,,de,modifier,webdesign landingpage,/webdesign/landingpage/,Webdesign Landingpage | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign landingpage. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
Webdesign,agentur,,de,expansion,webdesign lernen,/webdesign/lernen/,Webdesign Lernen | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign lernen. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
Webdesign,agentur,,de,expansion,webdesign munchen,/webdesign/munchen/,Webdesign Munchen | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign munchen. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
Webdesign,relaunch,,de,modifier,webdesign relaunch,/webdesign/relaunch/,Webdesign Relaunch | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign relaunch. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 2. Publish recommendation: research-only.,Google Suggest | Backbone Seed,2,public-expansion,research-only
Webdesign,agentur,,de,industry,webdesign saas,/webdesign/saas/,Webdesign Saas | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign saas. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Industry angle: saas. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
Webdesign,agentur,,de,industry,webdesign shopify,/webdesign/shop/,Webdesign Shopify | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign shopify. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Industry angle: shop. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
Webdesign,agentur,,de,industry,webdesign steuerberater,/webdesign/steuerberater/,Webdesign Steuerberater | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign steuerberater. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Industry angle: steuerberater. Confidence: high. Evidence count: 2. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest,2,public-expansion,research-only
Webdesign,agentur,,de,industry,webdesign tourismus,/webdesign/tourismus/,Webdesign Tourismus | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign tourismus. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Industry angle: tourismus. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
Webdesign,agentur,,de,expansion,webdesign trends 2026,/webdesign/trends-2026/,Webdesign Trends 2026 | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign trends 2026. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
Webdesign,agentur,,de,expansion,webdesign uckermark,/webdesign/uckermark/,Webdesign Uckermark | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign uckermark. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
Webdesign,agentur,,de,expansion,webdesign uster,/webdesign/uster/,Webdesign Uster | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign uster. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
Webdesign,ux,,de,modifier,webdesign ux ui,/webdesign/ux/,Webdesign Ux Ui | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign ux ui. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
Webdesign,webentwicklung,,de,modifier,webdesign webentwicklung,/webdesign/webentwicklung/,Webdesign Webentwicklung | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign webentwicklung. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
Webdesign,agentur,,de,expansion,webdesign weeze,/webdesign/weeze/,Webdesign Weeze | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign weeze. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
Webdesign,wordpress,,de,modifier,webdesign wordpress,/webdesign/wordpress/,Webdesign Wordpress | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign wordpress. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 2. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest,2,public-expansion,research-only
Webdesign,agentur,,de,industry,webdesign zahnarzt,/webdesign/zahnarzt/,Webdesign Zahnarzt | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign zahnarzt. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Industry angle: zahnarzt. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
Webdesign,agentur,,de,expansion,webdesigner,/webdesign/er/,Webdesigner | NEO THE AGENCY,"NEO THE AGENCY bietet webdesigner. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
Webdesign,agentur,,de,expansion,webdesigner in der nahe,/webdesign/er-in-der-nahe/,Webdesigner In Der Nahe | NEO THE AGENCY,"NEO THE AGENCY bietet webdesigner in der nahe. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
Webdesign,agentur,,de,expansion,webentwicklung agentur,/webdesign/webentwicklung-agentur/,Webentwicklung Agentur | NEO THE AGENCY,"NEO THE AGENCY bietet webentwicklung agentur. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 3. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest | Backbone Seed,3,public-expansion,research-only
Webdesign,website erstellen lassen,,de,modifier,website erstellen lassen,/webdesign/website-erstellen-lassen/,Website Erstellen Lassen | NEO THE AGENCY,"NEO THE AGENCY bietet website erstellen lassen. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 3. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest | Backbone Seed,3,public-expansion,research-only
Webdesign,agentur,,de,expansion,website erstellen lassen agentur,/webdesign/website-erstellen-lassen-agentur/,Website Erstellen Lassen Agentur | NEO THE AGENCY,"NEO THE AGENCY bietet website erstellen lassen agentur. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
Webdesign,agentur,,de,expansion,website gunstig erstellen lassen,/webdesign/website-gunstig-erstellen-lassen/,Website Gunstig Erstellen Lassen | NEO THE AGENCY,"NEO THE AGENCY bietet website gunstig erstellen lassen. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
Webdesign,agentur,,de,expansion,website professionell erstellen lassen,/webdesign/website-professionell-erstellen-lassen/,Website Professionell Erstellen Lassen | NEO THE AGENCY,"NEO THE AGENCY bietet website professionell erstellen lassen. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
Webdesign,agentur,,de,expansion,website um website zu erstellen,/webdesign/website-um-website-zu-erstellen/,Website Um Website Zu Erstellen | NEO THE AGENCY,"NEO THE AGENCY bietet website um website zu erstellen. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
Webdesign,agentur,,de,expansion,wordpress agentur,/webdesign/wordpress-agentur/,Wordpress Agentur | NEO THE AGENCY,"NEO THE AGENCY bietet wordpress agentur. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 3. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest | Backbone Seed,3,public-expansion,research-only
Webdesign,agentur,,de,expansion,wordpress agentur berlin,/webdesign/wordpress-agentur-berlin/,Wordpress Agentur Berlin | NEO THE AGENCY,"NEO THE AGENCY bietet wordpress agentur berlin. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/seo/ | /google-ads/,/seo/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
